id,datetimestamp,amount,convertedvalue,category,currency,name,description,accountid
1,2023-02-01,-47.9,-47.9,Mobility,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1024983197214 PP.5524.PP . DB Vertrieb GmbH. Ihr Einkauf bei DB Vertrieb GmbH ",1
2,2023-02-01,-8.04,-8.04,Food,EUR,"Lagard re Travel Retail//Frankfurt am Main/DE","2023-01-31T10:19 Debitk.0 2026-12 ",1
3,2024-02-01,-2.35,-2.35,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1032219563178/. Bolt Operations OU. Ihr Einkauf bei Bolt Operations OU ",1
4,2024-02-01,-39.99,-39.99,Shopping,EUR,"M267-MEDIA MARKT//STUTTGART/DE","2024-01-31T12:27 Debitk.0 2026-12 ",1
5,2024-02-01,-49.0,-49.0,Mobility,EUR,"DB Vertrieb GmbH                                                      Europa-Allee 78-84","Abo 724934363 zum 01.02.2024 ",1
6,2024-02-01,-46.55,-46.55,Mobility,EUR,"DB VERTRIEB GMBH","AVVS000020102638 2/2024. ROCHE JOSHUA. 070576836-001 NR 102097825 BAHN.DE/ABOPORTAL ",1
7,2023-03-01,-2027.62,-2027.62,"Child Support",EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1025532799550 PP.5524.PP . Wise Europe. Ihr Einkauf bei Wise Europe ",1
8,2023-03-01,-6.9,-6.9,Food,EUR,Luigis//Stuttgart/DE,"2023-02-28T12:49 Debitk.0 2026-12 ",1
9,2024-03-01,-6.45,-6.45,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1032827317802/. Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
10,2024-03-01,-7.88,-7.88,Food,EUR,"SUBWAY MILANEO//Stuttgart/DE","2024-02-29T12:03 Debitk.0 2026-12 ",1
11,2024-03-01,-49.0,-49.0,Mobility,EUR,"DB Vertrieb GmbH                                                      Europa-Allee 78-84","Abo 724934363 zum 01.03.2024 ",1
12,2024-03-01,-46.55,-46.55,Mobility,EUR,"DB VERTRIEB GMBH","AVVS000020214102 3/2024. ROCHE JOSHUA. 070576836-001 NR 102097825 BAHN.DE/ABOPORTAL ",1
13,2023-06-01,-28.0,-28.0,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-1353360-2341935 AMZN Mktp DE 13ODA8FZBWS6BWH7 ",1
14,2023-06-01,-97.35,-97.35,Mobility,EUR,"DB VERTRIEB GMBH","AVVS000014409810 5/2023. ROCHE JOSHUA. 070378652-001 NR 101680285 BAHN.DE/ABOPORTAL ",1
15,2023-08-01,-2217.0,-2217.0,"Child Support",EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1028459276687 PP.5524.PP . Wise Europe. Ihr Einkauf bei Wise Europe ",1
16,2023-08-01,-26.0,-26.0,Food,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1028476282231 PP.5524.PP . Takeaway.com Payments B.V.. Ihr Einkauf bei Takeaway.com Payments B.V. ",1
17,2023-08-01,-3.29,-3.29,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1028478620687 . Bolt Operations OU. Ihr Einkauf bei Bolt Operations OU ",1
18,2023-08-01,-7.18,-7.18,Food,EUR,"ALDI SE U. CO. KG//STUTTGART/DE","2023-07-31T17:38 Debitk.0 2026-12 ",1
19,2023-08-01,-14.99,-14.99,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-4075772-9189926 AMZN Mktp DE 1EQ3MBCBGPSL877V ",1
20,2023-08-01,-6.49,-6.49,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-4216115-4293117 AMZN Mktp DE 65MXQV2ZXQB3NT0J ",1
21,2023-08-01,-17.58,-17.58,Shopping,EUR,"AMAZON EU S.A R.L.. NIEDERLASSUNG DEUTSCHLAND","305-9728106-2860337 Amazon.de 4J9UMZ5AABPV0UGF ",1
22,2023-09-01,-232.99,-232.99,"Child Support",EUR,"Wise Europe SA","P406671595 DATUM 01.09.2023. 16.43 UHR ",1
23,2023-12-01,-10.9,-10.9,Food,EUR,"SZS GASTRONOMIA GMBH//TUEBINGEN/DE","2023-11-28T12:31 Debitk.0 2026-12 ",1
24,2023-12-01,-9.99,-9.99,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-1326053-8498719 AMZN Mktp DE 7DKZQ6OET092N8H3 ",1
25,2023-01-02,-1515.07,-1515.07,"Child Support",EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1024390065610 PP.5524.PP . Wise Europe. Ihr Einkauf bei Wise Europe ",1
26,2023-01-02,-204.78,-204.78,"Child Support",EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1024397549530 PP.5524.PP . Wise Europe. Ihr Einkauf bei Wise Europe ",1
27,2023-01-02,-50.0,-50.0,Food,EUR,MILANEO//BW-Bank/DE,"2023-01-02T08:41 Debitk.0 2026-12 ",1
28,2024-01-02,-49.0,-49.0,Mobility,EUR,"DB Vertrieb GmbH                                                      Europa-Allee 78-84","Abo 724934363 zum 01.01.2024 ",1
29,2024-01-02,-46.55,-46.55,Mobility,EUR,"DB VERTRIEB GMBH","AVVS000019553691 1/2024. ROCHE JOSHUA. 070576836-001 NR 102097825 BAHN.DE/ABOPORTAL ",1
30,2023-02-02,-149.0,-149.0,Electric,EUR,"EnBW Energie Bad-Wuertt AG","701033970817 Strom Abschlagsforderung DS-Info: enbw.com/datenschutz ",1
31,2024-02-02,-4.2,-4.2,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1032244480243/. Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
32,2024-02-02,-30.99,-30.99,Shopping,EUR,"M267-MEDIA MARKT//STUTTGART/DE","2024-02-01T17:39 Debitk.0 2026-12 ",1
33,2024-02-02,-10.49,-10.49,Food,EUR,"MICHAEL BETZIEN SYSTEMGAST//STUTTGART/DE","2024-02-01T17:43 Debitk.0 2026-12 ",1
34,2024-02-02,-205.0,-205.0,Electric,EUR,"EnBW Energie Bad-Wuertt AG","701033970817 Strom Abschlagsforderung DS-Info: enbw.com/datenschutz ",1
35,2023-03-02,-14.37,-14.37,Food,EUR,"Burger King Wunnenstein Ost//ILSFELD/DE","2023-02-25T12:23 Debitk.0 2026-12 ",1
36,2023-03-02,-13.6,-13.6,Food,EUR,"DM FIL.1170 H:65262//STUTTGART/DE","2023-03-01T11:17 Debitk.0 2026-12 ",1
37,2023-03-02,-19.23,-19.23,Food,EUR,"TEGUT SAGT DANKE//Stuttgart/DE","2023-03-01T11:45 Debitk.0 2026-12 ",1
38,2023-03-02,-24.0,-24.0,Electric,EUR,"EnBW Energie Bad-Wuertt AG","701033970817 Strom Abschlagsforderung DS-Info: enbw.com/datenschutz ",1
39,2023-03-02,-7.64,-7.64,Insurance,EUR,"Adam Riese GmbH","Rechnung Nr.:804903183Beitrag00577421.4.001 PrivathaftPeriode21.02.2023-20.05.2023 ",1
40,2024-04-02,-4.03,-4.03,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A                                   22-24 Boulevard Royal. 2449 Luxembourg","1033409749752/PP.5524.PP/. Voi Technology Germany GmbH. Ihr Einkauf bei Voi Technology Germany GmbH ",1
41,2024-04-02,-19.04,-19.04,Food,EUR,"TEGUT SAGT DANKE//Stuttgart/DE","2024-03-28T13:04 Debitk.0 2026-12 ",1
42,2024-04-02,-129.55,-129.55,Food,EUR,"EDEKA SCHUSTER SAGT DANKE//STUTTGART/DE","2024-03-30T14:28 Debitk.0 2026-12 ",1
43,2024-04-02,-49.0,-49.0,Mobility,EUR,"DB Vertrieb GmbH                                                      Europa-Allee 78-84","Abo 724934363 zum 01.04.2024 ",1
44,2024-04-02,-46.55,-46.55,Mobility,EUR,"DB VERTRIEB GMBH","AVVS000022494294 4/2024. ROCHE JOSHUA. 070576836-001 NR 102097825 BAHN.DE/ABOPORTAL ",1
45,2024-04-02,-870.0,-870.0,Housing,EUR,"Lavinia Heller","Mietzahlung DATUM 30.03.2024. 16.37 UHR ",1
46,2024-04-02,-2035.0,-2035.0,"Child Support",EUR,"Wise Europe SA","P40671595 DATUM 30.03.2024. 16.36 UHR ",1
47,2023-05-02,-104.9,-104.9,Food,EUR,"SB-Fil. VolksbankQuartier//Stuttgart/DE","2023-04-29T10:29 Debitk.0 2026-12 Fremdentgelt 4.90 EUR ",1
48,2023-05-02,-6.19,-6.19,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","304-1795087-3787539 AMZN Mktp DE 4ABVMSMZCBD0VJ5S ",1
49,2023-05-02,-28.0,-28.0,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","304-3302145-7866726 AMZN Mktp DE 40LDT4B76ISJ5OFU ",1
50,2023-05-02,-11.7,-11.7,Shopping,EUR,"AMAZON EU S.A R.L.. NIEDERLASSUNG DEUTSCHLAND","304-9206291-1821148 Amazon.de 75XBMQATUXHU6AB2 ",1
51,2023-05-02,-50.0,-50.0,Mobility,EUR,"StadtMobil CarSharing AG","Kto. 60691 RNR AUF20735 Aufnahmegeb uehr ",1
52,2024-05-02,-30.0,-30.0,Food,EUR,"Hans im Glueck GmbH GIR 69091961//STUTTGART/DE","2024-04-30T19:29 Debitk.0 2026-12 ",1
53,2024-05-02,-7.69,-7.69,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-3327798-8558759 AMZN Mktp DE 2PU1CAN3PEGRAIOV ",1
54,2024-05-02,-46.55,-46.55,Mobility,EUR,"DB VERTRIEB GMBH","AVVS000022700458 5/2024. ROCHE JOSHUA. 070576836-001 NR 102097825 BAHN.DE/ABOPORTAL ",1
55,2023-06-02,-62.9,-62.9,Other,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1027334935949 PP.5524.PP . Wise Europe. Ihr Einkauf bei Wise Europe ",1
56,2023-06-02,-107.0,-107.0,Electric,EUR,"EnBW Energie Bad-Wuertt AG","701033970817 Strom Abschlagsforderung DS-Info: enbw.com/datenschutz ",1
57,2023-06-02,-7.64,-7.64,Insurance,EUR,"Adam Riese GmbH","Rechnung Nr.:805359279Beitrag00577421.4.001 PrivathaftPeriode21.05.2023-20.08.2023 ",1
58,2023-08-02,-8.7,-8.7,Food,EUR,"Frittenwerk Stuttgart GmbH + Co. KG//STUTTGART/DE","2023-07-31T12:14 Debitk.0 2026-12 ",1
59,2023-08-02,-8.06,-8.06,Shopping,EUR,ROTEBUEHL-APOTHEKE//STUTTGART/DE,"2023-08-01T09:59 Debitk.0 2026-12 ",1
60,2023-08-02,-7.09,-7.09,Food,EUR,"SUBWAY MILANEO//Stuttgart/DE","2023-08-01T12:46 Debitk.0 2026-12 ",1
61,2023-08-02,-107.0,-107.0,Electric,EUR,"EnBW Energie Bad-Wuertt AG","701033970817 Strom Abschlagsforderung DS-Info: enbw.com/datenschutz ",1
62,2023-10-02,-5.25,-5.25,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1029669761032 . Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
63,2023-10-02,-7.95,-7.95,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1029681262050 . Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
64,2023-10-02,-37.6,-37.6,Food,EUR,"GRAU GMBH BAD CANNSTATT//Stuttgart-Bad Cannstadt/DE","2023-09-30T13:28 Debitk.0 2026-12 ",1
65,2023-10-02,-4.5,-4.5,Food,EUR,"GRAU GMBH BAD CANNSTATT//Stuttgart-Bad Cannstadt/DE","2023-09-30T14:05 Debitk.0 2026-12 ",1
66,2023-10-02,-10.05,-10.05,Food,EUR,"NETTO MARKEN-DISCOU//STUTTGART/DE","2023-09-30T15:00 Debitk.0 2026-12 ",1
67,2023-10-02,-107.65,-107.65,Mobility,EUR,"StadtMobil CarSharing AG","Kto. 60691 RNR 426137 Abrechnung Au gust 2023 ",1
68,2023-10-02,-870.0,-870.0,Housing,EUR,"Lavinia Heller","Mietzahlung DATUM 01.10.2023. 21.27 UHR ",1
69,2023-10-02,-2035.47,-2035.47,"Child Support",EUR,"Wise Europe SA","P40671595 DATUM 01.10.2023. 21.26 UHR ",1
70,2023-11-02,-5.7,-5.7,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1030328875006/. Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
71,2023-11-02,-2.49,-2.49,Food,EUR,"TEGUT SAGT DANKE//Stuttgart/DE","2023-10-31T09:23 Debitk.0 2026-12 ",1
72,2023-01-03,-67.49,-67.49,Food,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1024411409474 PP.5524.PP . Takeaway.com Payments B.V.. Ihr Einkauf bei Takeaway.com Payments B.V. ",1
73,2023-01-03,-6.75,-6.75,Food,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1024411420943 PP.5524.PP . Takeaway.com Payments B.V.. Ihr Einkauf bei Takeaway.com Payments B.V. ",1
74,2024-01-03,-8.76,-8.76,Entertainment,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1031662677698/. OVH. Ihr Einkauf bei OVH ",1
75,2024-01-03,-205.0,-205.0,Electric,EUR,"EnBW Energie Bad-Wuertt AG","701033970817 Strom Abschlagsforderung DS-Info: enbw.com/datenschutz ",1
76,2023-02-03,-16.25,-16.25,Phone,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1025043362757 PP.5524.PP . Skype Communications Sarl. Ihr Einkauf bei Skype Communications Sarl ",1
77,2023-03-03,-9.32,-9.32,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-0995251-7372337 AMZN Mktp DE 2HNLHD3E3K75ICWR ",1
78,2023-03-03,-28.0,-28.0,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-1449014-9938711 AMZN Mktp DE 6YHA51ZE9VJJP8FA ",1
79,2023-03-03,-6.27,-6.27,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-2980998-4477147 AMZN Mktp DE 2R5UN9NXI4759IH9 ",1
80,2023-04-03,-1980.97,-1980.97,"Child Support",EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1026116458542 PP.5524.PP . Wise Europe. Ihr Einkauf bei Wise Europe ",1
81,2023-04-03,-45.8,-45.8,Food,EUR,"NETTO MARKEN-DISCOU//STUTTGART/DE","2023-04-01T17:01 Debitk.0 2026-12 ",1
82,2023-04-03,-97.35,-97.35,Mobility,EUR,"DB VERTRIEB GMBH","AVVS000014135041 4/2023. ROCHE JOSHUA. 070378652-001 NR 101680285 BAHN.DE/ABOPORTAL ",1
83,2024-04-03,-25.1,-25.1,Food,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A                                   22-24 Boulevard Royal. 2449 Luxembourg","1033419911894/PP.5524.PP/. Takeaway.com Payments B.V.. Ihr Einkauf bei Takeaway.com Payments B.V. ",1
84,2024-04-03,-2.51,-2.51,Food,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A                                   22-24 Boulevard Royal. 2449 Luxembourg","1033419920049/PP.5524.PP/. Takeaway.com Payments B.V.. Ihr Einkauf bei Takeaway.com Payments B.V. ",1
85,2024-04-03,-13.22,-13.22,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A                                   22-24 Boulevard Royal. 2449 Luxembourg","1033456256079/PP.5524.PP/. MILES Mobility GmbH. Ihr Einkauf bei MILES Mobility GmbH ",1
86,2024-04-03,-30.75,-30.75,Food,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A                                   22-24 Boulevard Royal. 2449 Luxembourg","1033458578919/PP.5524.PP/. Takeaway.com Payments B.V.. Ihr Einkauf bei Takeaway.com Payments B.V. ",1
87,2024-04-03,-3.08,-3.08,Food,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A                                   22-24 Boulevard Royal. 2449 Luxembourg","1033458586965/PP.5524.PP/. Takeaway.com Payments B.V.. Ihr Einkauf bei Takeaway.com Payments B.V. ",1
88,2024-04-03,-10.49,-10.49,Food,EUR,"01707 MCDONALDS//STUTTGART/DE","2024-04-02T12:52 Debitk.0 2026-12 ",1
89,2024-04-03,-25.99,-25.99,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-1119759-5785159 AMZN Mktp DE 55T6GVLOR5NU1X50 ",1
90,2024-04-03,-5.79,-5.79,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-3555019-3097920 AMZN Mktp DE WC0UT152VNQ8ZH5I ",1
91,2024-04-03,-205.0,-205.0,Electric,EUR,"EnBW Energie Bad-Wuertt AG","701033970817 Strom Abschlagsforderung DS-Info: enbw.com/datenschutz ",1
92,2023-05-03,-34.5,-34.5,Food,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1026692323527 PP.5524.PP . Takeaway.com Payments B.V.. Ihr Einkauf bei Takeaway.com Payments B.V. ",1
93,2023-05-03,-3.45,-3.45,Food,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1026692333205 PP.5524.PP . Takeaway.com Payments B.V.. Ihr Einkauf bei Takeaway.com Payments B.V. ",1
94,2023-05-03,-29.4,-29.4,Food,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1026748962622 PP.5524.PP . Takeaway.com Payments B.V.. Ihr Einkauf bei Takeaway.com Payments B.V. ",1
95,2023-05-03,-2.94,-2.94,Food,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1026748971744 PP.5524.PP . Takeaway.com Payments B.V.. Ihr Einkauf bei Takeaway.com Payments B.V. ",1
96,2023-05-03,-11.31,-11.31,Entertainment,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1026766605464 . OVH. Ihr Einkauf bei OVH ",1
97,2023-05-03,-107.0,-107.0,Electric,EUR,"EnBW Energie Bad-Wuertt AG","701033970817 Strom Abschlagsforderung DS-Info: enbw.com/datenschutz ",1
98,2024-05-03,-4.03,-4.03,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A                                   22-24 Boulevard Royal. 2449 Luxembourg","1034135397520/PP.5524.PP/. Voi Technology Germany GmbH. Ihr Einkauf bei Voi Technology Germany GmbH ",1
99,2024-05-03,-15.07,-15.07,Food,EUR,"01707 MCDONALDS//STUTTGART/DE","2024-05-02T12:44 Debitk.0 2026-12 ",1
100,2024-05-03,-29.0,-29.0,Food,EUR,"TEGUT SAGT DANKE//Stuttgart/DE","2024-05-02T18:36 Debitk.0 2026-12 ",1
101,2024-05-03,-199.99,-199.99,Shopping,EUR,"AMAZON EU S.A R.L.. NIEDERLASSUNG DEUTSCHLAND","305-6392803-5117165 Amazon.de 414BYK339NHJDXAH ",1
102,2024-05-03,-205.0,-205.0,Electric,EUR,"EnBW Energie Bad-Wuertt AG","701033970817 Strom Abschlagsforderung DS-Info: enbw.com/datenschutz ",1
103,2023-07-03,-1991.07,-1991.07,"Child Support",EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1027904182401 PP.5524.PP . Wise Europe. Ihr Einkauf bei Wise Europe ",1
104,2023-07-03,-42.12,-42.12,Food,EUR,"NETTO MARKEN-DISCOU//STUTTGART/DE","2023-07-01T16:35 Debitk.0 2026-12 ",1
105,2023-08-03,-8.73,-8.73,Entertainment,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1028552876212 . OVH. Ihr Einkauf bei OVH ",1
106,2023-08-03,-7.09,-7.09,Food,EUR,"SUBWAY MILANEO//Stuttgart/DE","2023-08-02T12:55 Debitk.0 2026-12 ",1
107,2023-11-03,-4.28,-4.28,Food,EUR,"TEGUT SAGT DANKE//Stuttgart/DE","2023-11-02T09:25 Debitk.0 2026-12 ",1
108,2023-11-03,-28.5,-28.5,Food,EUR,"TEGUT SAGT DANKE//Stuttgart/DE","2023-11-02T17:46 Debitk.0 2026-12 ",1
109,2023-11-03,-205.0,-205.0,Electric,EUR,"EnBW Energie Bad-Wuertt AG","701033970817 Strom Abschlagsforderung DS-Info: enbw.com/datenschutz ",1
110,2023-01-04,-14.97,-14.97,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-5067012-7438762 AMZN Mktp DE 6F46D18U4E4KAWT8 ",1
111,2023-01-04,-149.0,-149.0,Electric,EUR,"EnBW Energie Bad-Wuertt AG","701033970817 Strom Abschlagsforderung DS-Info: enbw.com/datenschutz ",1
112,2023-01-04,-40.0,-40.0,Other,EUR,"Landeshauptstadt Stuttgart","Aktenzeichen 505.51.100483.1 ",1
113,2024-01-04,-40.0,-40.0,Other,EUR,"Landeshauptstadt Stuttgart","Aktenzeichen 505.51.100483.1 ",1
114,2024-03-04,-2.89,-2.89,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1032828392701/PP.5524.PP/. Voi Technology Germany GmbH. Ihr Einkauf bei Voi Technology Germany GmbH ",1
115,2024-03-04,-3.65,-3.65,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1032837489762/PP.5524.PP/. Voi Technology Germany GmbH. Ihr Einkauf bei Voi Technology Germany GmbH ",1
116,2024-03-04,-3.46,-3.46,Mobility,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1032852463349 PP.5524.PP . Voi Technology Germany GmbH. Ihr Einkauf bei Voi Technology Germany GmbH ",1
117,2024-03-04,-13.06,-13.06,Shopping,EUR,ROTEBUEHL-APOTHEKE//STUTTGART/DE,"2024-02-29T11:31 Debitk.0 2026-12 ",1
118,2024-03-04,-8.58,-8.58,Food,EUR,"01707 MCDONALDS//STUTTGART/DE","2024-03-01T12:23 Debitk.0 2026-12 ",1
119,2024-03-04,-51.85,-51.85,Food,EUR,"TEGUT SAGT DANKE//Stuttgart/DE","2024-03-01T18:36 Debitk.0 2026-12 ",1
120,2024-03-04,-99.1,-99.1,Food,EUR,"EDEKA SCHUSTER SAGT DANKE//STUTTGART/DE","2024-03-02T14:45 Debitk.0 2026-12 ",1
121,2024-03-04,-35.99,-35.99,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-0058162-8382712 AMZN Mktp DE 1ASXND0HUAVADKXW ",1
122,2024-03-04,-11.99,-11.99,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-0058162-8382712 AMZN Mktp DE 2BAIJCQ5EKB1NUNR ",1
123,2024-03-04,-66.99,-66.99,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-0058162-8382712 AMZN Mktp DE 3QVAN9JCZIZUDU6A ",1
124,2024-03-04,-205.0,-205.0,Electric,EUR,"EnBW Energie Bad-Wuertt AG","701033970817 Strom Abschlagsforderung DS-Info: enbw.com/datenschutz ",1
125,2024-03-04,-40.0,-40.0,Other,EUR,"Landeshauptstadt Stuttgart","Aktenzeichen 505.51.100483.1 ",1
126,2024-03-04,370.08,370.08,Income,EUR,"AnyDesk Software GmbH","Gehalt - 02-2024 ",1
127,2023-04-04,-4.65,-4.65,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1026141091613 . Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
128,2023-04-04,-3.27,-3.27,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1026141348061 . Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
129,2023-04-04,-3.5,-3.5,Mobility,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1026141606288 . Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
130,2023-04-04,-62.7,-62.7,Food,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1026164094048 PP.5524.PP . Takeaway.com Payments B.V.. Ihr Einkauf bei Takeaway.com Payments B.V. ",1
131,2023-04-04,-35.64,-35.64,Entertainment,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1026184143585 . OVH. Ihr Einkauf bei OVH ",1
132,2023-04-04,-7.98,-7.98,Food,EUR,"01707 MCDONALDS//STUTTGART/DE","2023-04-03T12:36 Debitk.0 2026-12 ",1
133,2023-04-04,-34.95,-34.95,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-0614572-7266754 AMZN Mktp DE 5W09YYX795CE8VJ0 ",1
134,2023-04-04,-107.0,-107.0,Electric,EUR,"EnBW Energie Bad-Wuertt AG","701033970817 Strom Abschlagsforderung DS-Info: enbw.com/datenschutz ",1
135,2023-04-04,-40.0,-40.0,Other,EUR,"Landeshauptstadt Stuttgart","Aktenzeichen 505.51.100483.1 ",1
136,2024-04-04,-6.53,-6.53,Entertainment,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A                                   22-24 Boulevard Royal. 2449 Luxembourg","1033532730498/. OVH. Ihr Einkauf bei OVH ",1
137,2024-04-04,-3.45,-3.45,Mobility,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1033533575465 . Bolt Operations OU. Ihr Einkauf bei Bolt Operations OU ",1
138,2024-04-04,-10.98,-10.98,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-0278946-8157966 AMZN Mktp DE 4DV4JJC0DP6HWO5K ",1
139,2024-04-04,-11.87,-11.87,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-0278946-8157966 AMZN Mktp DE 5GK3R960BRIFHXIB ",1
140,2024-04-04,-21.99,-21.99,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-1119759-5785159 AMZN Mktp DE 4W4XR0GS9JJ9QK93 ",1
141,2024-04-04,-23.99,-23.99,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-1670441-5463530 AMZN Mktp DE 1WP2K3S0FPUIE0MR ",1
142,2024-04-04,-16.14,-16.14,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-6059051-0373168 AMZN Mktp DE 69MULDQGCYNEJEF9 ",1
143,2024-04-04,-40.0,-40.0,Other,EUR,"Landeshauptstadt Stuttgart","Aktenzeichen 505.51.100483.1 ",1
144,2023-05-04,-16.25,-16.25,Phone,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1026767281086 PP.5524.PP . Skype Communications Sarl. Ihr Einkauf bei Skype Communications Sarl ",1
145,2023-05-04,-1.2,-1.2,Mobility,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1026786786488 . Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
146,2023-05-04,-4.19,-4.19,Mobility,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1026786978255 . Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
147,2023-05-04,-20.12,-20.12,Food,EUR,"TEGUT SAGT DANKE//Stuttgart/DE","2023-05-02T12:47 Debitk.0 2026-12 ",1
148,2023-05-04,-40.0,-40.0,Other,EUR,"Landeshauptstadt Stuttgart","Aktenzeichen 505.51.100483.1 ",1
149,2023-07-04,-4.42,-4.42,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1027910621616 . Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
150,2023-07-04,-3.27,-3.27,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1027910961843 . Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
151,2023-07-04,-37.7,-37.7,Food,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1027935245068 PP.5524.PP . Takeaway.com Payments B.V.. Ihr Einkauf bei Takeaway.com Payments B.V. ",1
152,2023-07-04,-4.19,-4.19,Mobility,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1027951489888 . Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
